index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	情報通信系	018	准教授	002	西尾	理志	な	にしお	たかゆき	3	Takayuki	Nishio	情報通信系	018	情報通信コース	018																									無線ネットワーク	Wireless Networks	機械学習	Machine Learning	マルチモーダルシステム	Multi-modal Systems	無線環境センシング	Wireless Sensing	http://www.imc.cce.i.kyoto-u.ac.jp/~nishio/	http://www.imc.cce.i.kyoto-u.ac.jp/~nishio/	key_t2r2Rid=CTT100834877		ﾆｼｵ	ﾀｶﾕｷ		
34	情報通信系	018	准教授	002	長谷川	晶一	は	はせがわ	しょういち	2	Shoichi	Hasegawa	情報通信系	018	情報通信コース	018	情報通信系	018	エンジニアリングデザインコース	002																					バーチャルリアリティ	Virtual reality	ロボット学	Robotics	力触覚	Haptics	リアルタイムシミュレーション	Realtime simulation	http://haselab.hi.pi.titech.ac.jp/	http://haselab.net/en	key_rid=1000321710		ﾊｾｶﾞﾜ	ｼｮｳｲﾁ		
35	情報通信系	018	准教授	002	原	祐子	は	はら	ゆうこ	2	Yuko	Hara	情報通信系	018	情報通信コース	018																									組込みシステム	Embedded systems	ハードウェア・ソフトウェア協調設計	Hardware/Software co-design	高信頼設計	Fault-tolerant designs	設計自動化	Design automation	http://www.cad.ce.titech.ac.jp/	http://www.cad.ce.titech.ac.jp/	key_t2r2Rid=CTT100665982		ﾊﾗ	ﾕｳｺ		
36	情報通信系	018	教授	001	府川	和彦	は	ふかわ	かずひこ	2	Kazuhiko	Fukawa	情報通信系	018	情報通信コース	018																									無線通信	Wireless communications	無線通信ネットワーク	Wireless communication networks	ディジタル変復調	Digital modulation and demodulation	統計的信号処理	Statistical signal processing	http://www.radio.ce.titech.ac.jp/index.html	http://www.radio.ce.titech.ac.jp/index.html	key_rid=1000321737		ﾌｶﾜ	ｶｽﾞﾋｺ		
	情報通信系	018	准教授	002	船越	孝太郎	は	ふなこし	こうたろう	2	Kotaro	Funakoshi	情報通信系	018	情報通信コース	018																									自然言語処理	Natural language processing	マルチモーダル対話システム	Multimodal dialogue system	ヒューマン・マシン・インタラクション	Human-machine interaction	機械学習	Machine learning	http://lr-www.pi.titech.ac.jp/wp/	http://lr-www.pi.titech.ac.jp/wp_en/	key_rid=5000040229		ﾌﾅｺｼ	ｺｳﾀﾛｳ		
	情報通信系	018	特任准教授	006	ベラール	ダニエル	は	べらーる	だにえる	1	Daniel	Berrar	情報通信系	018	情報通信コース	018	システム制御系	016	システム制御コース	016																					データサイエンス	Data science	機械学習	Machine learning	バイオインフォマティクス	Bioinformatics			http://www.berrar.com/	http://www.berrar.com/	key_t2r2Rid=CTT100614057		ﾍﾞﾗｰﾙ	ﾀﾞﾆｴﾙ		
	情報通信系	018	特任教授	005	ホルメ	ペッター	は	ほるめ	ぺったー	2	Petter	Holme	情報通信系	018	情報通信コース	018																									ネットワーク科学 	Network science	 計算社会科学 	Computational social science	計算疫学	Computational epidemiology	生物物理学	Biological physics	http://petterhol.me	http://petterhol.me	key_rid=B000282697		ﾎﾙﾒ	ﾍﾟｯﾀｰ		
37	情報通信系	018	助教	004	松田	哲直	ま	まつた	てつなお	3	Tetsunao	Matsuta	情報通信系	018	情報通信コース	018																									情報理論	Information theory							http://www.it.ce.titech.ac.jp/	http://www.it.ce.titech.ac.jp/	key_t2r2Rid=CTT100516925		ﾏﾂﾀ	ﾃﾂﾅｵ		
38	情報通信系	018	特定准教授	010	松本	隆太郎	ま	まつもと	りゅうたろう	3	Ryutaroh	Matsumoto	情報通信系	018	情報通信コース	018																									量子情報	Quantum information	符号理論	Coding theory	情報理論	Information theory			http://www.it.ce.titech.ac.jp	http://www.rmatsumoto.org/research.html	key_rid=1000279345		ﾏﾂﾓﾄ	ﾘｭｳﾀﾛｳ		
39	情報通信系	018	助教	004	三武	裕玄	ま	みたけ	ひろのり	3	Hironori 	Mitake	情報通信系	018	情報通信コース	018																																			key_t2r2Rid=CTT100512014		ﾐﾀｹ	ﾋﾛﾉﾘ		
