index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
	物理学系	012	准教授	002	松下	道雄	ま	まつした	みちお	3	Michio	Matsushita	物理学系	012	物理学コース	012																									物性実験	Condensed matter physics	化学物理	Chemical physics	生物物理	Biophysics	１分子観察	Single molecule detection	http://www.molphys.phys.titech.ac.jp		key_rid=5000039832		ﾏﾂｼﾀ	ﾐﾁｵ			
	物理学系	012	特定教授	009	松原	英雄	ま	まつはら	ひでお	3	Hideo	Matsuhara	物理学系	012	物理学コース	012																																			key_rid=5000019049		ﾏﾂﾊﾗ	ﾋﾃﾞｵ			
	物理学系	012	特任助教	008	ミランダ	マルティン	ま	みらんだ	まるてぃん 	3	Martin	Miranda	物理学系	012	物理学コース	012																									レーザー冷却	Laser cooling	量子縮退気体	Quantum degenerate gas	光格子	Optical lattice	量子エレクトロニクス	Quantum electronics	http://www.kozuma.phys.titech.ac.jp/		key_t2r2Rid=CTT100513730		ﾐﾗﾝﾀﾞ	ﾏﾙﾃｨﾝ 			
	物理学系	012	教授	001	宗片	比呂夫	ま	むねかた	ひろお	3	Hiro 	Munekata	物理学系	012	物理学コース	012																									スピントロニクス・磁性	Spintronics・Magnetics	光物性	Photonics	半導体物理	Semiconductor physics			http://www.munelab.first.iir.titech.ac.jp/	http://www.munelab.first.iir.titech.ac.jp/	key_rid=1000279170		ﾑﾈｶﾀ	ﾋﾛｵ			
	物理学系	012	教授	001	村上	修一	ま	むらかみ	しゅういち	3	Syuichi	Murakami	物理学系	012	物理学コース	012																									物性理論	Condensed matter theory	トポロジカル相	Topological phase	スピントロニクス	Spintronics	トポロジカル絶縁体	Topological insulator	http://www.stat.phys.titech.ac.jp/murakami/	http://www.stat.phys.titech.ac.jp/murakami/etop.html	key_rid=1000229310		ﾑﾗｶﾐ	ｼｭｳｲﾁ			
	物理学系	012	助教	004	村上	雄太	ま	むらかみ	ゆうた	3	Yuta	Murakami	物理学系	012	物理学コース	012																									物性理論	Condensed matter theory	非平衡系	Nonequilibrium systems	強相関電子系	Strongly correlated electron systems	光誘起相転移	Photo-induced phase transition			key_rid=B000352893		ﾑﾗｶﾐ	ﾕｳﾀ			
	物理学系	012	特任助教	008	村田	勝寛	ま	むらた	かつひろ	3	Katsuhiro	Murata	物理学系	012	物理学コース	012																									赤外線天文学	Infrared astronomy									key_rid=B000374691		ﾑﾗﾀ	ｶﾂﾋﾛ			
	物理学系	012	助教	004	森竹	勇斗	ま	もりたけ	ゆうと	3	Yuto	Moritake	物理学系	012	物理学コース	012																									メタマテリアル	Metamaterials	プラズモニクス	Plasmonics	ナノフォトニクス	Nanophotonics	ナノ加工技術	Nanofabrication	http://notomi-lab.phys.titech.ac.jp/	http://notomi-lab.phys.titech.ac.jp/index_e.html	key_rid=B000300149		ﾓﾘﾀｹ	ﾕｳﾄ			
	物理学系	012	准教授	002	谷津	陽一	や	やつ	よういち	5	Yoichi	Yatsu	物理学系	012	物理学コース	012																									高エネルギー天体物理学	High energy astrophysics	衛星搭載用放射線観測装置開発	Development of radiation detectors for space mission	超小型衛星開発	Development of micro-satellites	ロボット望遠鏡開発	Development of robotic telescope system	http://www.hp.phys.titech.ac.jp/yatsu/	http://www.hp.phys.titech.ac.jp/yatsu/	key_rid=5000093801		ﾔﾂ	ﾖｳｲﾁ			
	物理学系	012	教授	001	山口	昌英	や	やまぐち	まさひで	5	Masahide	Yamaguchi	物理学系	012	物理学コース	012																									宇宙理論	Cosmology	素粒子理論	Particle physics	重力理論	Gravitation			http://www.th.phys.titech.ac.jp/cosmo/	http://www.th.phys.titech.ac.jp/cosmo/	key_rid=6000010705		ﾔﾏｸﾞﾁ	ﾏｻﾋﾃﾞ			
	物理学系	012	助教	004	山口	洋平	や	やまぐち	ようへい	5	Yohei	Yamaguchi	物理学系	012	物理学コース	012																									素粒子物理学	Experimental particle physics	高エネルギー物理学	High energy physics	コライダー物理	Collider physics	LHC/ATLAS	LHC/ATLAS	http://www-kuze.phys.titech.ac.jp/index.html	http://www-kuze.phys.titech.ac.jp/index.html	key_rid=B000340977		ﾔﾏｸﾞﾁ	ﾖｳﾍｲ			
	物理学系	012	助教	004	山崎	詩郎	や	やまざき	しろう	5	Shiro	Yamazaki	物理学系	012	物理学コース	012																									物性物理学	Solid state physics	量子表面物理学	Quantum surface physics	原子スケールのエレクトロニクス	Atomic-scale electronics	走査トンネル顕微鏡	Scanning tunneling microscopy	http://www.materia.titech.ac.jp/~hirayama/2009hirayamalabHP/	http://www.materia.titech.ac.jp/~hirayama/2009hirayamalabHP/en/index.html	key_t2r2Rid=CTT100685292		ﾔﾏｻﾞｷ	ｼﾛｳ			
	物理学系	012	助教	004	山田	貴大	や	やまだ	きひろ	5	Kihiro	Yamada	物理学系	012	物理学コース	012																									超高速分光	Ultrafast spectroscopy	磁気光学	Magneto-optics	光スピントロ二クス	Opto-spintronics					key_t2r2Rid=CTT100819417		ﾔﾏﾀﾞ	ｷﾋﾛ			
	物理学系	012	助教	004	横山	毅人	や	よこやま	たけひと	5	Takehito	Yokoyama	物理学系	012	物理学コース	012																									超伝導	Superconductivity	近接効果	Proximity effect	トポロジカル絶縁体	Topological insulator	スピン物性	Spintronics			key_rid=6000023117		ﾖｺﾔﾏ	ﾀｹﾋﾄ			
	物理学系	012	助教	004	吉村	賢人	や	よしむら	たかと	5	Takato	Yoshimura	物理学系	012	物理学コース	012																																			key_t2r2Rid=CTT100605926		ﾖｼﾑﾗ	ﾀｶﾄ			
	物理学系	012	助教	004	綿引	芳之	わ	わたびき	よしゆき	5	Yoshiyuki	Watabiki	物理学系	012	物理学コース	012																																			key_t2r2Rid=CTT100380242		ﾜﾀﾋﾞｷ	ﾖｼﾕｷ			
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
